Campaign name,Ad Group Name,Date,Ad Name,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
K | ABO | 26-02-2024 | testing,Ad group 20240226111545,2024-02-26,10 - ZYMUNO - EBLIETHOS - TM 10 (UDAH OK).mp4_2024-02-26 11:16:13,1380,0,14838,93,0,0.0,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2023-12-28,2 KALI OP.mov_2023-12-28 08:52:22,60756,3375,11491,5287,18,0.34,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2023-12-29,2 KALI OP.mov_2023-12-28 08:52:22,83557,2881,13496,6191,29,0.47,1,83557,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2023-12-30,2 KALI OP.mov_2023-12-28 08:52:22,159383,9961,175146,910,16,1.76,1,159383,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2023-12-31,2 KALI OP.mov_2023-12-28 08:52:22,82568,5897,23337,3538,14,0.4,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-01-01,2 KALI OP.mov_2023-12-28 08:52:22,82808,7528,28495,2906,11,0.38,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-01-02,2 KALI OP.mov_2023-12-28 08:52:22,4983,4983,11222,444,1,0.23,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-01-03,2 KALI OP.mov_2023-12-28 08:52:22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-01-04,2 KALI OP.mov_2023-12-28 08:52:22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-01-05,2 KALI OP.mov_2023-12-28 08:52:22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-01-06,2 KALI OP.mov_2023-12-28 08:52:22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-12-2023 | scale out,Ad group 20231228085134,2024-02-18,2 KALI OP.mov_2023-12-28 08:52:22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 01-11-2023 | testing,Ad group 20231101110340,2023-11-02,2 TALENT.mov_2023-11-01 23:22:35,14836,3709,10507,1412,4,0.28,0,0,IDR
K | ABO | 01-11-2023 | testing,Ad group 20231101110340,2023-11-03,2 TALENT.mov_2023-11-01 23:22:35,28080,3510,9298,3020,8,0.26,0,0,IDR
K | ABO | 01-11-2023 | testing,Ad group 20231101110340,2023-11-04,2 TALENT.mov_2023-11-01 23:22:35,9567,9567,13324,718,1,0.14,0,0,IDR
K | ABO | 01-11-2023 | testing,Ad group 20231101110340,2023-11-05,2 TALENT.mov_2023-11-01 23:22:35,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_001,511,0,7514,68,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-02,2023-06-30 09:24:11_001,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_002,486,0,7476,65,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_003,69,0,4058,17,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_004,2444,0,11314,216,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_005,4523,4523,18845,240,1,0.42,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-01,2023-06-30 09:24:11_005,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-04,2023-06-30 09:24:11_005,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_006,630,0,7325,86,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-01,2023-06-30 09:24:11_006,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_010,42051,3234,11192,3757,13,0.35,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-01,2023-06-30 09:24:11_010,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-02,2023-06-30 09:24:11_010,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-03,2023-06-30 09:24:11_010,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-04,2023-06-30 09:24:11_010,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-05,2023-06-30 09:24:11_010,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_011,99773,3563,19621,5085,28,0.55,3,33257,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-01,2023-06-30 09:24:11_011,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-02,2023-06-30 09:24:11_011,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-03,2023-06-30 09:24:11_011,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-04,2023-06-30 09:24:11_011,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-05,2023-06-30 09:24:11_011,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-06-30,2023-06-30 09:24:11_012,16011,3202,29431,544,5,0.92,1,16011,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-01,2023-06-30 09:24:11_012,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-24,2023-06-30 09:24:11_017,66913,2389,11882,5631,28,0.5,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-25,2023-06-30 09:24:11_017,150858,2601,11046,13657,58,0.42,3,50286,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-26,2023-06-30 09:24:11_017,183658,3601,15019,12228,51,0.42,4,45914,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-27,2023-06-30 09:24:11_017,58119,1490,7313,7947,39,0.49,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-28,2023-06-30 09:24:11_017,274,137,4419,62,2,3.23,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-29,2023-06-30 09:24:11_017,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-30,2023-06-30 09:24:11_017,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-31,2023-06-30 09:24:11_017,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-08-01,2023-06-30 09:24:11_017,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-24,2023-06-30 09:24:11_018,167524,2538,14284,11728,66,0.56,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-25,2023-06-30 09:24:11_018,281351,2731,13154,21388,103,0.48,4,70337,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-26,2023-06-30 09:24:11_018,336001,2823,16473,20397,119,0.58,3,112000,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-27,2023-06-30 09:24:11_018,329300,1995,10157,32420,165,0.51,2,164650,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-28,2023-06-30 09:24:11_018,1633,0,11500,142,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-29,2023-06-30 09:24:11_018,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-30,2023-06-30 09:24:11_018,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-31,2023-06-30 09:24:11_018,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-08-01,2023-06-30 09:24:11_018,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-24,2023-06-30 09:24:11_019,5833,5833,16571,352,1,0.28,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-25,2023-06-30 09:24:11_019,20626,5156,16607,1242,4,0.32,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-26,2023-06-30 09:24:11_019,21265,10632,17854,1191,2,0.17,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-27,2023-06-30 09:24:11_019,7241,1810,10433,694,4,0.58,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-28,2023-06-30 09:24:11_019,15,0,7500,2,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-29,2023-06-30 09:24:11_019,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-30,2023-06-30 09:24:11_019,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-07-31,2023-06-30 09:24:11_019,0,0,0,0,0,0.0,0,0,IDR
Konversi 24 Juli 23 SCA,Ad group 20230630091924,2023-08-01,2023-06-30 09:24:11_019,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-19,2023-07-19 13:06:38,67739,4233,14010,4835,16,0.33,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-20,2023-07-19 13:06:38,65202,4346,15520,4201,15,0.36,1,65202,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-21,2023-07-19 13:06:38,46118,3547,13668,3374,13,0.39,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-22,2023-07-19 13:06:38,16856,3371,19924,846,5,0.59,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-23,2023-07-19 13:06:38,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-24,2023-07-19 13:06:38,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-25,2023-07-19 13:06:38,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-26,2023-07-19 13:06:38,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-19,2023-07-19 13:07:29,75918,4217,10358,7329,18,0.25,1,75918,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-19,2023-07-19 13:07:29,31212,10404,7852,3975,3,0.08,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-20,2023-07-19 13:07:29,134238,3121,13115,10235,43,0.42,2,67119,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-20,2023-07-19 13:07:29,502,0,12550,40,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-21,2023-07-19 13:07:29,153590,3490,12766,12031,44,0.37,1,153590,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-21,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-22,2023-07-19 13:07:29,34356,4908,14557,2360,7,0.3,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-22,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-23,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-23,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-24,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-24,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-25,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-26,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
spark 19 Juli 23,Ad group 20230719010515,2023-07-27,2023-07-19 13:07:29,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-05,2023-08-05 09:24:34,28520,2592,6949,4104,11,0.27,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-06,2023-08-05 09:24:34,22335,1489,8034,2780,15,0.54,1,22335,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-07,2023-08-05 09:24:34,37481,2677,7983,4695,14,0.3,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-08,2023-08-05 09:24:34,21228,1769,11708,1813,12,0.66,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-09,2023-08-05 09:24:34,4010,4010,12531,320,1,0.31,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-10,2023-08-05 09:24:34,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-11,2023-08-05 09:24:34,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-12,2023-08-05 09:24:34,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-13,2023-08-05 09:24:34,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-05,2023-08-05 09:24:44,25701,6425,9281,2769,4,0.14,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-06,2023-08-05 09:24:44,9807,3269,7608,1289,3,0.23,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-07,2023-08-05 09:24:44,6645,1661,8508,781,4,0.51,1,6645,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-08,2023-08-05 09:24:44,10627,1771,13333,797,6,0.75,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-09,2023-08-05 09:24:44,22958,2869,12593,1823,8,0.44,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-10,2023-08-05 09:24:44,24556,3508,10602,2316,7,0.3,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-11,2023-08-05 09:24:44,3103,1034,9666,321,3,0.93,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-12,2023-08-05 09:24:44,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-13,2023-08-05 09:24:44,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-14,2023-08-05 09:24:44,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-15,2023-08-05 09:24:44,0,0,0,0,0,0.0,0,0,IDR
Konversi spark ads 05 agst 23,Ad group 20230805092356,2023-08-16,2023-08-05 09:24:44,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-25,2023-12-24 21:00:45,260203,2738,11830,21995,95,0.43,1,260203,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-25,2023-12-24 21:00:45,180597,2579,12099,14926,70,0.47,1,180597,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-25,2023-12-24 21:00:45,87669,1414,9854,8896,62,0.7,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-25,2023-12-24 21:00:45,63493,3023,11979,5300,21,0.4,2,31746,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-25,2023-12-24 21:00:45,8356,1671,7500,1114,5,0.45,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-26,2023-12-24 21:00:45,114568,1975,13196,8682,58,0.67,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-26,2023-12-24 21:00:45,110113,3336,22802,4829,33,0.68,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-26,2023-12-24 21:00:45,106537,2879,13750,7748,37,0.48,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-26,2023-12-24 21:00:45,61415,3838,12171,5046,16,0.32,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-26,2023-12-24 21:00:45,7765,1553,10071,771,5,0.65,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-27,2023-12-24 21:00:45,251296,2111,13732,18299,119,0.65,4,62824,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-27,2023-12-24 21:00:45,147127,3421,13878,10601,43,0.41,2,73563,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-27,2023-12-24 21:00:45,1350,0,10384,130,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-27,2023-12-24 21:00:45,485,0,20208,24,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-27,2023-12-24 21:00:45,103,0,9363,11,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-28,2023-12-24 21:00:45,362758,1374,9135,39709,264,0.66,5,72551,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-28,2023-12-24 21:00:45,45767,2408,14937,3064,19,0.62,1,45767,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-28,2023-12-24 21:00:45,405,0,8804,46,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-28,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-28,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-29,2023-12-24 21:00:45,310959,871,5695,54602,357,0.65,5,62191,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-29,2023-12-24 21:00:45,39300,2183,9857,3987,18,0.45,1,39300,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-29,2023-12-24 21:00:45,993,0,11413,87,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-29,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-29,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-30,2023-12-24 21:00:45,381025,1858,10752,35435,205,0.58,6,63504,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-30,2023-12-24 21:00:45,57111,4079,21831,2616,14,0.54,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-30,2023-12-24 21:00:45,923,0,10858,85,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-30,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-30,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-31,2023-12-24 21:00:45,284161,1457,6501,43709,195,0.45,2,142080,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-31,2023-12-24 21:00:45,34198,2137,7243,4721,16,0.34,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-31,2023-12-24 21:00:45,2393,0,7478,320,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2023-12-31,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-01,2023-12-24 21:00:45,281593,1513,7861,35819,186,0.52,1,281593,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-01,2023-12-24 21:00:45,94577,3940,12622,7493,24,0.32,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-01,2023-12-24 21:00:45,7749,1937,14816,523,4,0.76,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-01,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-02,2023-12-24 21:00:45,390725,1808,10424,37482,216,0.58,5,78145,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-02,2023-12-24 21:00:45,76532,3188,12525,6110,24,0.39,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-02,2023-12-24 21:00:45,31461,6292,15825,1988,5,0.25,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-03,2023-12-24 21:00:45,294590,1275,9292,31703,231,0.73,2,147295,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-03,2023-12-24 21:00:45,29631,3703,13617,2176,8,0.37,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-03,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-04,2023-12-24 21:00:45,475944,1888,10269,46346,252,0.54,5,95188,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-04,2023-12-24 21:00:45,16502,5500,9946,1659,3,0.18,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-04,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-05,2023-12-24 21:00:45,332746,1680,8712,38192,198,0.52,2,166373,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-05,2023-12-24 21:00:45,7412,2470,8588,863,3,0.35,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-05,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-06,2023-12-24 21:00:45,285777,2342,11796,24226,122,0.5,1,285777,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-06,2023-12-24 21:00:45,14091,3522,12927,1090,4,0.37,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-06,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-07,2023-12-24 21:00:45,311773,1924,10682,29185,162,0.56,2,155886,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-07,2023-12-24 21:00:45,29056,2421,10554,2753,12,0.44,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-07,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-08,2023-12-24 21:00:45,258558,2462,10758,24032,105,0.44,1,258558,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-08,2023-12-24 21:00:45,76640,2642,12535,6114,29,0.47,2,38320,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-08,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-09,2023-12-24 21:00:45,133621,3611,15122,8836,37,0.42,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-09,2023-12-24 21:00:45,112653,2964,13911,8098,38,0.47,1,112653,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-10,2023-12-24 21:00:45,35596,3559,14856,2396,10,0.42,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-10,2023-12-24 21:00:45,33814,3757,15163,2230,9,0.4,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-10,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-11,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-11,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-12,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-12,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-13,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-13,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-14,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-14,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-15,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-15,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-01-23,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-02-10,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231220020141,2024-03-10,2023-12-24 21:00:45,0,0,0,0,0,0.0,0,0,IDR
#ISU ZYMUNO,K | ABO | 01-03-2024 | testing,2024-03-01,2024-03-01 14:02:46,0,0,0,2,0,0.0,0,0,IDR
