Campaign name,Ad Group Name,Date,Ad Name,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
konversi 11 sept 23,Ad group3,2023-09-11,atm frind.mp4_2023-09-11 09:54:04,38,0,3800,10,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-29,zym nanda2.mov_004,37,0,9250,4,0,0.00,0,0,IDR
Konversi 13 Sept 23,Ad group4,2023-09-16,zym ads 4.mp4_2023-09-12 11:07:04,34,0,6800,5,0,0.00,0,0,IDR
Konversi 19 Sept 23,Ad group6,2023-09-22,Amel 12.mov_2023-09-18 15:15:04,31,0,10333,3,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-03-20,Lp_asli gak ya vr1.mov_2024-02-16 11:35:56,29,0,5800,5,0,0.00,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-09-14,zym ads 79.mp4_2023-09-09 09:07:58,27,0,6750,4,0,0.00,0,0,IDR
Konversi 19 Sept 23,Ad group6,2023-09-20,Copy 1 of Amel 12.mov_2023-09-18 15:15:04,25,0,6250,4,0,0.00,0,0,IDR
Konversi 02 Juli 23,Ad group 20230701114925,2023-07-04,zym ads 9.mp4_2023-07-01 23:49:58,25,0,12500,2,0,0.00,0,0,IDR
Konversi 16 Agst 23,Ad group px 1.1,2023-08-19,zym ads 77.mp4_2023-08-16 09:58:00,23,0,5750,4,0,0.00,0,0,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-02,HILANG TANPA OP.mov_2023-10-30 11:24:49,22,0,11000,2,0,0.00,0,0,IDR
Konversi 01 Juni 23,Ad group 20230701085904,2023-07-02,zym ads 16.mp4_2023-07-01 09:01:44,19,0,6333,3,0,0.00,0,0,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-12,LP TAMBAH 2 BOTOL.mov_2024-01-15 10:48:22,19,0,9500,2,0,0.00,0,0,IDR
konversi 14 Sept 23,Ad group5,2023-09-13,Amel 4.mov_2023-09-13 11:39:16,19,0,6333,3,0,0.00,0,0,IDR
Konversi 10 agst 23,Ad group 20230810094925,2023-08-12,zym ads 71.mp4_2023-08-10 09:50:04,17,0,5666,3,0,0.00,0,0,IDR
Konversi 11 Oct 23,Ad group5,2023-10-13,TESTIMONI.mov_2023-10-11 11:55:05,16,0,16000,1,0,0.00,0,0,IDR
Konversi 03 oct 23,Ad group px2.1,2023-10-06,zym ads 79.mp4_2023-08-21 10:11:47,13,0,13000,1,0,0.00,0,0,IDR
Konversi 09 Sept 23 ,Ad group1,2023-09-11,zym nanda20.mov_2023-09-09 09:07:58,13,0,13000,1,0,0.00,0,0,IDR
konversi 14 Sept 23,Ad group5,2023-09-13,Amel 3.mov_2023-09-13 11:39:16,12,0,3000,4,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-28,zym ads 79.mp4_004,10,0,10000,1,0,0.00,0,0,IDR
Konversi 03 Sept 23,Ad group px1,2023-09-05,zym ads 76.mp4_2023-09-03 08:36:42,10,0,10000,1,0,0.00,0,0,IDR
Konversi 16 Agst 23,Ad group px 1.1,2023-08-19,zym 17an.mp4_2023-08-16 09:58:00,9,0,3000,3,0,0.00,0,0,IDR
konversi 11 sept 23,Ad group3,2023-09-11,zym nanda.mov_2023-09-11 09:54:04,9,0,4500,2,0,0.00,0,0,IDR
konversi 14 Sept 23,Ad group5,2023-09-19,Amel 3.mov_2023-09-13 11:39:16,8,0,8000,1,0,0.00,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-09-18,zym nanda20.mov_2023-09-09 09:07:58,8,0,8000,1,0,0.00,0,0,IDR
Konversi 11 Oct 23,Ad group5,2023-10-12,ZYMUNO_KALOG.mov_2023-10-11 11:55:05,7,0,7000,1,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-29,zym ads 79.mp4_004,6,6,6000,1,1,100.00,0,0,IDR
K | ABO | 10-09-2023 | scale up,K | ABO | 10-09-2023 | scale up,2023-09-18,zym ads 79.mp4_2023-09-09 09:07:58,6,0,6000,1,0,0.00,0,0,IDR
Konversi 04 Sept 23,Ad group px1,2023-09-05,zym ads 82.mp4_2023-08-21 10:11:47,6,0,6000,1,0,0.00,0,0,IDR
Konversi 13 Sept 23,Ad group4,2023-09-12,zym ads 86.mp4_2023-09-12 11:07:04,5,0,5000,1,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-30,zym ads 79.mp4_004,5,0,5000,1,0,0.00,0,0,IDR
K | ABO | 23-12-2023 | testing,Ad group 20231223084728,2023-12-30,BEGADANG KANKER.mov_2023-12-23 08:48:12,4,0,4000,1,0,0.00,0,0,IDR
Konversi 19 Sept 23,Ad group6,2023-09-20,Copy 1 of Amel 12.mov_2023-09-18 15:15:04,4,0,4000,1,0,0.00,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-07,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,4,0,4000,1,0,0.00,0,0,IDR
Konversi 10 agst 23,Ad group 20230810094925,2023-08-12,ambil ini.mp4_2023-08-10 09:50:04,3,0,1500,2,0,0.00,0,0,IDR
konversi 11 sept 23,Ad group3,2023-09-11,Copy 1 of atm frind.mp4_2023-09-11 09:54:04,2,0,2000,1,0,0.00,0,0,IDR
Konversi 02 Juli 23,Ad group 20230701114925,2023-07-05,zym ads 9.mp4_2023-07-01 23:49:58,2,0,2000,1,0,0.00,0,0,IDR
konversi 11 sept 23,Ad group3,2023-09-19,Copy 1 of zym nanda14.mov_2023-09-11 09:54:04,1,0,1000,1,0,0.00,0,0,IDR
Konversi 03 Sept 23,Ad group px1,2023-09-05,zym ads 14.mp4_2023-09-03 08:36:42,1,0,1000,1,0,0.00,0,0,IDR
K | ABO | 26-02-2024 | scale out,Ad group 20240226114653,2024-03-06,alf test alg 2.mp4_2024-02-26 11:50:07,0,0,0,0,0,0.00,0,0,IDR
Konversi 01 Juni 23,Ad group 20230701085904,2023-07-09,zym ads 5.mp4_2023-07-01 09:01:44,0,0,0,0,0,0.00,0,0,IDR
Konversi 19 Oct 23,Ad group7,2023-10-26,HAH_PUNYA BENJOLAN.mov_2023-10-19 09:10:54,0,0,0,0,0,0.00,0,0,IDR
#ISU STICH ZYMUNO,Cost cap,2024-01-31,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,0,0,0,0,0,0.00,0,0,IDR
konversi 06 Agst 23,Ad group 20230806024256,2023-08-13,zym ads 66.mp4_2023-08-06 02:43:40,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 24-11-2023 | testing,Ad group 20231124030413,2023-12-18,Tumor di pyd (1).mov_2023-11-24 14:59:20,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 26-12-2023 | scale up,Ad group 20231226110456,2024-01-01,KALIAN PUNYA KELUHAN.mov_001,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-22,LP SATU BOTOL GAK SEMBUH VR2.mov_2024-02-16 13:12:58,0,0,0,0,0,0.00,0,0,IDR
Konversi 19 Sept 23,Ad group6,2023-09-24,Dokter jalan.mov_2023-09-18 15:15:04,0,0,0,0,0,0.00,0,0,IDR
konversi 06 Agst 23,Ad group 20230806024256,2023-08-13,8C46FDD6-24EC-4EC0-8570-CA9349DCB97F.mp4_2023-08-06 02:45:08,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-12-2023 | testing,Ad group 20231223090151,2023-12-30,TIROID SUSAH HAMIL (1).mov_2023-12-23 08:53:49,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120103344,2024-01-24,Baru sadar .mov_2024-01-20 10:34:07,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 10-03-2024 | Ramadhan,2024-03-17,LP_5 MAR_2SDM SAHUR DAN BERBUKA.mov_2024-03-08 13:59:54,0,0,0,0,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-13,zym nanda2.mov_002,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 06-02-2024 | testing,ID/18-44/Hotel & Accommodation/Balanced,2024-03-07,LP TAMBAH 1 BOTOL REV.mov_2024-02-06 09:18:29,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-03-22,LP JANGAN BELI DISINI VR1.mov_2024-02-16 11:35:56,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-10,Remake kanker.mov_2023-12-30 11:13:54,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-12-02,ZYMUNO_KALOG.mov_2023-10-25 13:52:36,0,0,0,0,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-13,zym ads 79.mp4_002,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-12-18,Bentuk paket.mov_2023-10-30 11:24:49,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 |scale out,Ad group 20240115104123,2024-01-31,REMAKE BENDJOLAN LEHER VR 2.mov_2024-01-15 10:41:46,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 25-10-2023 | testing,COSTCAP,2023-12-13,TESTI REMAKE .mov_2023-10-25 13:52:36,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2024-01-24,BARU KETAHUAN.mov_2023-11-03 10:06:02,0,0,0,0,0,0.00,0,0,IDR
Konversi 21 Spet 23,Ad group8,2023-09-27,Copy 1 of zym nanda14.mov_2023-09-20 15:19:16,0,0,0,0,0,0.00,0,0,IDR
Konversi 09 Sept 23 ,Ad group1,2023-09-14,zym ads 79.mp4_2023-09-09 09:07:58,0,0,0,0,0,0.00,0,0,IDR
Konversi 14 Oct 23,ad group6 px2,2023-10-21,fitur web resmj.mov_2023-10-14 09:26:09,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 26-12-2023 | scale up,Ad group 20231226110456,2024-01-01,ORANG TERCINTA.mov_001,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 10-03-2024 | Ramadhan,2024-03-21,LP_6 MAR_ RAMADHAN BENDJOLAN.mov_2024-03-08 13:59:54,0,0,0,0,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-13,zym ads 41.mp4_002,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2024-03-13,TIROID SUSAH HAMIL (1).mov_2023-12-20 14:34:54,0,0,0,0,0,0.00,0,0,IDR
konversi 14 Sept 23,Ad group6,2023-09-17,Amel 3.mov_2023-09-13 11:39:16,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2023-09-01,zym nanda2.mov_2023-08-22 15:47:24,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-03-05,REMAKE BENDJOLAN LEHER VR 1.mov_2024-01-15 10:48:22,0,0,0,0,0,0.00,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-10-25,zym ads 41.mp4_2023-08-01 08:50:56,0,0,0,0,0,0.00,0,0,IDR
Konversi 03 oct 23,Ad group px2.1,2023-10-05,zym ads 79.mp4_2023-08-21 10:11:47,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-12-16,JADI.mov_2023-11-14 14:14:32,0,0,0,0,0,0.00,0,0,IDR
konversi 14 Sept 23,Ad group5,2023-09-22,Amel 4.mov_2023-09-13 11:39:16,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-01-2024 | testing hastag,Ad group 20240123103210,2024-02-01,2_3 botol.mov_2024-01-23 10:41:46,0,0,0,0,0,0.00,0,0,IDR
Konversi 13 Sept 23,Ad group4,2023-09-19,zym ads 4.mp4_2023-09-12 11:07:04,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 |scale out,Ad group 20240115104123,2024-01-21,LP Stich benjolan pd.mov_2024-01-15 10:41:46,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 20-03-2024 | Ramadhan,2024-03-26,"LP 15 MARET LAGI FOKUS IBADAH, KETIPU ZYMUNO.mov",0,0,0,0,0,0.00,0,0,IDR
K | ABO | 25-03-2024 | scale out,Ad group 20240325094521,2024-03-27,LP 9 MARET HATI HATI BENJOLAN.mov_2024-03-25 10:38:57,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 09-11-2023 | testing,Ad group 20231109113110,2023-11-14,PROMO ZYMUNO.mov_2023-11-09 11:32:18,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-02-22,ZYMUNO_DODO_12_2_DIABAIKAN.mov_2024-02-16 13:12:58,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 22-01-2023 | scale out,Ad group 20240322084317,2024-03-26,LP 21 MARET INI DIA MADU .mov_2024-03-22 08:43:59,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 22-11-2023 | scale out,Ad group 20231122092454,2023-12-17,AWAL BINGUNG.mov_2023-11-22 09:25:58,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-09,MASUK RS KARENA.mov_2023-12-01 09:43:57,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2024-02-14,2X SEHARI 2 SENDOK.mov_2023-11-03 10:06:02,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 02-03-2024 | tasting,Ad group 20240302012441,2024-03-03,LP 1 Maret DITUNGGU KLARIFIKASINYA.mov_2024-03-02 13:25:07,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,2024-03-20,LP_5 MAR_2SDM SAHUR DAN BERBUKA.mov_2024-03-08 13:59:54,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 25-12-2023 | testing,Ad group 20231224082730,2023-12-29,BENJOLAN 140 RIBU.mov_2023-12-24 20:29:32,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,2024-03-25,LP_6 MAR_ RAMADHAN BENDJOLAN.mov_2024-03-08 13:59:54,0,0,0,0,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-31,zym ads 79.mp4_004,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,"ID/18-44/games (by type), Beauty & Persnoal Care/Balanced",2024-03-04,Lp_ asli gak ya vr2.mov_2024-02-16 13:12:58,0,0,0,0,0,0.00,0,0,IDR
Konversi 13 Sept 23,Ad group4,2023-09-19,zym ads 86.mp4_2023-09-12 11:07:04,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220022806,2024-01-13,ZYMUNO ALF TEST.mov_001,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-10-2023 | testing,Ad group 20231030112344,2023-11-15,HILANG TANPA OP.mov_2023-10-30 11:24:49,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2024-01-29,TIROID SUSAH HAMIL (1).mov_2023-12-20 14:34:54,0,0,0,0,0,0.00,0,0,IDR
Konvers 30 agst 23,Ad group px1,2023-09-03,zym ads 85.mp4_2023-08-29 19:22:38,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-15,2023-12-01 09:55:32,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-02-2024 | scale out,ID/18-44/Games (by type)/Balanced,2024-03-05,Lp_promo kukira rev.mov_2024-02-20 15:23:35,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 27-02-2024 | tasting,ID/18-44/Balanced,2024-03-11,lp_17 feb_promo benjol.mov_2024-02-26 20:49:36,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-12-2023 | testing,Ad group 20231223090151,2023-12-27,MURAH PALSU.mov_2023-12-23 08:53:49,0,0,0,0,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-10-30,zym ads 41.mp4_004,0,0,0,0,0,0.00,0,0,IDR
Konversi 14 Oct 23,ad group6 px2,2023-10-18,zym ads 72.mp4_2023-10-14 09:26:09,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 15-03-2024 | Ramadhan,2024-03-20,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-15 13:15:37,0,0,0,0,0,0.00,0,0,IDR
Konversi 23 oct 23 (diam 3 hari),Ad group px2.1,2023-10-28,Punya benjolan bergerak.mov_2023-10-23 09:05:41,0,0,0,0,0,0.00,0,0,IDR
IP Konversi 12 oct 23,IP AD GROUP,2023-10-15,Hidup sehat .mov_2023-10-12 15:01:19,0,0,0,0,0,0.00,0,0,IDR
Konversi 09 Sept 23 ,Ad group1,2023-09-13,Copy 1 of zym nanda21.mov_2023-09-09 09:07:58,0,0,0,0,0,0.00,0,0,IDR
Konversi 12 Agustus 23,Ad group 20230811113140,2023-08-18,zym ads 73.mp4_2023-08-11 23:32:22,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 16-02-2024 | testing,ID/all age/games (by type)/Balanced,2024-02-25,STIcH GARIS 2 REV.mov_2024-02-16 11:35:56,0,0,0,0,0,0.00,0,0,IDR
Konversi 19 juni 23,Ad group 20230619111714,2023-06-25,zym cor.mp4_2023-06-19 23:18:16,0,0,0,0,0,0.00,0,0,IDR
Konversi 10 agst 23,Ad group 20230810094925,2023-08-13,ambil ini.mp4_2023-08-10 09:50:04,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-10-2023 |scale up,Ad group6,2023-10-30,zym ads 82.mp4_2023-08-21 10:11:47,0,0,0,0,0,0.00,0,0,IDR
Konversi 22 Sept 23,Ad group5,2023-11-11,zym nanda2.mov_002,0,0,0,0,0,0.00,0,0,IDR
konversi 14 Sept 23,Ad group6,2023-09-20,Amel 3.mov_2023-09-13 11:39:16,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 26-12-2023 | scale up,Ad group 20231226110456,2024-01-08,KALIAN PUNYA KELUHAN.mov_001,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-11-26,KAMU UDAH.mov,0,0,0,0,0,0.00,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 30-12-2023 | scale out,2024-01-06,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,0,0,0,0,0,0.00,0,0,IDR
Konversi 09 Sept 23 ,Ad group1,2023-09-12,Copy 1 of Copy 1 of zym nanda21.mov_2023-09-09 09:07:58,0,0,0,0,0,0.00,0,0,IDR
Konversi 17 Oct 23,ad group6,2023-10-24,SIAPA BILANG REV.mov_2023-10-17 08:35:33,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-12-2023 | testing,Ad group 20231223084728,2023-12-28,Zymuno bisa kempis_.mov_2023-12-23 08:48:12,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220022806,2023-12-25,JADI BAGIAN.mov_001,0,0,0,0,0,0.00,0,0,IDR
Konversi 09 Sept 23 ,Ad group1,2023-09-14,zym nanda20.mov_2023-09-09 09:07:58,0,0,0,0,0,0.00,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-08,Komen seenaknya ngasih harga.mov_2023-12-30 10:28:50,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115105118,2024-02-08,RB BENDJoLAN TIrOiD revisi.mov_2024-01-15 10:51:41,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-18,HATI-HATI ABAIKAN REMAKE.mov_2023-12-30 11:13:54,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-10-28,zym pydr.mp4_2023-10-23 08:59:01,0,0,0,0,0,0.00,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-08-02,zym ads 56.mp4_2023-08-01 08:50:56,0,0,0,0,0,0.00,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 17-02-2024 | scale out,2024-03-19,JANGAN BELI DISINI.mov_2023-12-30 10:28:50,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 |scale out,Ad group 20240115104123,2024-01-24,REMAKE BENDJOLAN LEHER VR 2.mov_2024-01-15 10:41:46,0,0,0,0,0,0.00,0,0,IDR
konversi 08 Sept 23,west java,2023-09-15,konten daerah.mp4_2023-09-07 21:00:53,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 24-11-2023 | testing,Ad group 20231124030413,2023-11-30,Benjolan hilang permanen.mov_2023-11-24 14:59:20,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 24-11-2023 | testing,Ad group 20231124030413,2023-11-30,HARGA RESMI ZYMUNO.mov_2023-11-24 14:59:20,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-12-2023 | testing,Ad group 20231220023708,2024-03-06,TIROID SUSAH HAMIL (1).mov_2023-12-20 14:34:54,0,0,0,0,0,0.00,0,0,IDR
Konversi 23 sept lapor fajri,Ad group1,2023-08-02,zym ads 44.mp4_2023-08-01 08:50:56,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-29,2 KALI SEHARI.mov_2023-12-30 11:13:54,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-09-2023 | scale up,Ad group3,2024-02-10,zym nanda2.mov_2023-08-22 15:47:24,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 25-03-2024 | scale out,Ad group 20240325094521,2024-03-29,LP_23 MAR_BONUS GARIS 2.mov_2024-03-25 09:46:30,0,0,0,0,0,0.00,0,0,IDR
Konversi 04 Agust 23,Ad group 20230804092409,2023-08-07,zym ads 59.mp4_2023-08-04 09:28:07,0,0,0,0,0,0.00,0,0,IDR
konversi 11 sept 23,Ad group3,2023-09-28,zym nanda14.mov_2023-09-11 09:54:04,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115105118,2024-02-08,Lp. Rb cukup 2x sehari 2 revisi.mov_2024-01-15 10:51:41,0,0,0,0,0,0.00,0,0,IDR
konversi 04 Juli 23,Ad group 20230703114647,2023-07-07,zym cor.mp4_2023-07-03 23:50:01,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 26-12-2023 | scale up,Ad group 20231226105854,2024-01-04,TANDA CANCER.mov_001,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | scale out,Ad group 20231230110332,2024-01-14,2 KALI SEHARI.mov_2023-12-30 11:13:54,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 04-03-2024 | testing,2024-03-07,alfa 2.mp4,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-02-2024 | scale out,ID/18-44/Games (by type)/Balanced,2024-02-25,REMAKE BENDJOLAN LEHER VR 1.mov_2024-02-20 15:23:35,0,0,0,0,0,0.00,0,0,IDR
#ISU STICH ZYMUNO,K | ABO | 07-03-2024 | testing,2024-03-11,DODO 26-02-24 REV.mp4,0,0,0,0,0,0.00,0,0,IDR
Konv 31 juli 23,Ad group 20230731085901,2023-08-05,zym ads 49.mp4_2023-07-31 08:59:43,0,0,0,0,0,0.00,0,0,IDR
Konversi 03 Sept 23,Ad group px1,2023-09-08,vt gacor.mp4_2023-09-03 08:36:42,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 22-01-2023 | scale out,Ad group 20240322084317,2024-03-29,LP 20 MARET CARA KEMPISKAN B3NDJOLAN .mov_2024-03-22 08:43:59,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 01-12-2023 | scale up,Ad group 20231201094319,2023-12-29,Kenapa ganti kemasan _.mov_2023-12-01 09:43:57,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-10-2023 |scale up,Ad group6,2023-10-27,zym ads 79.mp4_2023-08-21 10:11:47,0,0,0,0,0,0.00,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 15-03-2024 | Ramadhan,2024-03-23,LP 14 MARET USTAD WOTA  KONSUMSI SAHUR BUKA .mov_2024-03-15 13:15:37,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-01-2023 | scale out,K | ABO | 04-03-2024 | testing,2024-03-09,Alfa 1(1).mp4,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-01-2024 | testing hastag,Ad group 20240123103210,2024-01-29,Promil mekah 1.mov_2024-01-23 10:41:46,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 23-10-2023 | scale up,Ad group7,2023-11-15,BENJOLAN GANGGU,0,0,0,0,0,0.00,0,0,IDR
konv 17 Juli 23,Ad group 20230717023243,2023-07-21,zym ads 38.mp4_2023-07-17 14:33:16,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120103344,2024-01-31,LP KAYA ANAKKU REV 2.mov_2024-01-20 10:34:07,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 25-03-2024 | scale out,Ad group 20240325094521,2024-03-30,LP 23 MARET USTAD WOTA BENJOLAN .mov_2024-03-25 09:46:30,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 03-11-2023 |scale up,Ad group 20231103100454,2023-12-29,2X sehari.mov_2023-11-03 10:06:02,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | testing,Ad group 20231230011946,2024-01-04,ZYMUNO MERUPAKAN.mov_2023-12-30 13:20:17,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 26-02-2024 | scale out,Ad group 20240226114653,2024-03-02,alf test alg.mp4_2024-02-26 11:50:07,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 30-12-2023 | testing,Ad group 20231230011946,2024-01-15,Nabung untuk op.mov_2023-12-30 13:20:17,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 15-01-2024 | scale out,Ad group 20240115104743,2024-02-05,REMAKE BENDJOLAN LEHER VR 1.mov_2024-01-15 10:48:22,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 14-11-2023 | testing,Ad group 20231114021328,2023-11-20,Sesungguhnya allah .mov_2023-11-14 14:14:32,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 06-03-2024 | tasting,Ad group 20240305023637,2024-03-15,Lp_5 MAR_ HANYA 140 RB SOLUSI BENJOLAN.mov_2024-03-05 14:37:07,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 02-01-2023 | testing,Ad group 20240102022832,2024-01-19,Remake rv2 dengan 2x sehari.mov_2024-01-02 14:31:43,0,0,0,0,0,0.00,0,0,IDR
Konv 31 juli 23,Ad group 20230731085901,2023-08-05,zym ads 53.mp4_2023-07-31 08:59:43,0,0,0,0,0,0.00,0,0,IDR
K | ABO | 27-02-2024 | scale out,Ad group 20240327090653,2024-04-02,LP_19 MAR ZYMUNO RAMADHAN GREAT SALE.mov_2024-03-27 09:16:30,0,0,0,0,0,0.00,0,0,IDR
